STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
7510,ꪔ꪿ꪺꪉ ꪅ꫁ꪺꪉ,1,,,cxđ.,1,thòng lọng,,ꪕꪮꪒ ꪔ꪿ꪺꪉ ꪅ꫁ꪺꪉ ꪻꪎ꪿ ꪁꪷ: quăng thòng lọng vào cổ,
7511,ꪕ꫁ꪺꪉ,1,,,cxđ.,1,lên tiếng hỏi,,ꪕ꫁ꪺꪉ ꪶꪁꪙ ꪀꪱꪥ ꪕꪱꪉ: lên tiếng hỏi người qua đường,
7512,ꪕ꫁ꪺꪉ,1,,,cxđ.,2,cất tiếng kêu,"gà, chim",ꪹꪬꪸꪙ ꪉꪴ ꪼꪀ꪿ ꪕ꫁ꪺꪉ ꪄꪳ꫁ꪙ: thấy rắn gà cất tiếng kêu lên,
7513,ꪔꪴꪚ,1,,,cxđ.,1,"túp, lều, túp lều",,ꪔꪰ꫁ꪉ ꪔꪴꪚ: dựng túp; dựng lều,
7514,ꪕꪴꪚ,1,,,cxđ.,1,đầu hồi,,ꪣꪴꪉ ꪕꪴꪚ: lợp đầu hồi,
7515,ꪕꪴꪚ ꪶꪀ꪿ꪉ,1,,,cxđ.,1,mái tròn,,,
7516,ꪕꪴꪚ ꪩꪰꪒ,1,,,cxđ.,1,mái bằng,,,
7517,ꪕꪳ,1,,,cxđ.,1,đội,,ꪕꪳ ꪣꪴ꫁: đội mũ,
7518,ꪕꪳ,1,,,cxđ.,2,đậu,vh,* ꪹꪄꪱ꫁ ꪣꪱꪀ ꪢꪱꪀ ꪕꪳ: thóc chắc (hạt) quả đậu,
7519,ꪕꪳ,2,,,cxđ.,1,kể,,ꪕꪳ ꪎꪰꪉ ꪝꪳꪉ ꪮꪽ ꪹꪩꪸ꫁ꪀ ꪙ꫁ꪮꪥ: kể gì những cái nhỏ mọn,
7520,ꪕꪳ,2,,,cxđ.,2,coi như,,ꪜꪱꪀ ꪹꪫꪱ꫁ ꪵꪙꪫ ꪙ꫁ꪽ ꪕꪳ ꪒ꪿ꪱ ꪻꪎ꪿: nói như thế coi như chửi người ta,
7521,ꪕꪳ,2,,,cxđ.,3,chấp,,ꪫꪸꪀ ꪹꪒꪸ꪿ꪀ ꪙ꫁ꪮꪥ ꪹꪎꪱ꪿ ꪹꪚꪱ꪿ ꪕꪳ: chuyện trẻ con người ta không chấp,
7522,ꪕꪳ ꪻꪊ,1,,,cxđ.,1,ôm lòng,vh,,
7523,ꪕꪳ ꪀꪴꪚ ꪹꪨꪸ꪿ꪀ,1,,,cxđ.,1,quầng,,ꪹꪚꪙ ꪕꪳ ꪀꪴꪚ ꪹꪨꪸ꪿ꪀ ꪙꪾ꫁ ꪙꪮꪉ: trăng quầng thì nước lũ; trăng quầng thì mưa,
7524,ꪕꪳ ꪀꪴꪚ ꪕꪮꪉ,1,,,cxđ.,1,tán,,ꪹꪚꪙ ꪕꪳ ꪀꪴꪚ ꪕꪮꪉ ꪡ꫁ꪱ ꪵꪩ꫁ꪉ: trăng tán thì trời hạn; trăng tán thì nắng,
7525,ꪕꪳ ꪁꪳꪙ,1,,,cxđ.,1,trực đêm,,ꪚꪮꪀ ꪶꪁꪙ ꪼꪜ ꪕꪳ ꪁꪳꪙ: cử người đi trực đêm,
7526,ꪕꪳ ꪹꪭꪙ,1,,,cxđ.,1,kế tự,,ꪩꪴꪀ ꪕꪳ ꪹꪭꪙ: con kế tự,
7527,ꪕꪳ ꪹꪣꪱ,1,,,cxđ.,1,"nhập, ám",mê tín,ꪠꪲ ꪕꪳ ꪹꪣꪱ: ma nhập vào; ma ám,
7528,ꪕꪳ ꪹꪕꪉ,1,,,cxđ.,1,chấp nhặt,,ꪹꪚꪱ꪿ ꪕꪳ ꪹꪕꪉ ꪠꪴ꫁ ꪹꪚꪱ꪿ ꪭꪴ꫁ ꪈꪾ꪿: không chấp nhặt kẻ không biết điều,
7529,ꪕꪳ ꪔꪱꪉ,1,,,cxđ.,1,tự do,,ꪕꪳ ꪕ꪿ꪱꪉ ꪹꪥꪸꪒ ꪀꪲꪙ: tự do làm ăn,
7530,ꪕꪳ ꪏꪱ,1,,,cxđ.,1,,,,
7531,ꪹꪕ꪿,1,,,cxđ.,1,"lần, bận",,ꪹꪕ꪿ ꪨꪰꪉ: lần sau; bận sau,
7532,ꪹꪕ꪿,1,,,cxđ.,2,từng,,ꪼꪜ ꪹꪕ ꪶꪁꪙ: đi từng người,
7533,ꪹꪕ꪿ ꪚꪱꪒ,1,,,cxđ.,1,từng bước,,ꪑ꪿ꪱꪉ ꪹꪕ꪿ ꪚꪱꪒ: bước từng bước,
7534,ꪹꪕ꪿ ꪙ꫁ꪮꪥ,1,,,cxđ.,1,nhỏ giọt,,ꪹꪉꪷꪙ ꪻꪬ꫁ ꪹꪕ꪿ ꪙ꫁ꪮꪥ: tiền cho nhỏ giọt,
7535,ꪹꪕ꪿ ꪙ꫁ꪮꪥ,1,,,cxđ.,2,từng ít một,,ꪹꪥꪸꪒ ꪹꪕ꪿ ꪙ꫁ꪮꪥ: làm từng ít một,
7536,ꪔꪳ꪿ꪀ,1,,,cxđ.,1,"thúc, thúc giục",,ꪔꪳ꪿ꪀ ꪀꪽ ꪼꪜ ꪹꪥꪸꪒ: thúc nhau đi làm,
7537,ꪔꪳ꪿ꪀ ꪹꪔ꫁ꪥ,1,,,cxđ.,1,nuông,,ꪔꪳ꪿ꪀ ꪹꪔ꫁ꪥ ꪩꪴꪀ: nuông con,
7538,ꪕꪳ꫁ꪀ,1,,,cxđ.,1,đến thế,,ꪶꪁꪙ ꪒꪲ ꪕꪳ꫁ꪀ ꪕꪷ꪿ ꪙ꫁ꪽ: người tốt đến thế là cùng,
7539,ꪕꪳ꫁ꪀ,1,,,cxđ.,2,"tột, cực",,ꪕꪳ꫁ꪀ ꪊꪮꪣ ꪝꪴ: tột đỉnh núi,ꪋ꪿ꪽ ꪕꪳ꫁ꪀ: đẹp cực
7540,ꪕꪳ꫁ꪀ ꪕꪳ,1,,,cxđ.,1,thù thì,,,
7541,ꪕꪳ꪿ꪀ ꪕꪳ꫁ꪀ,1,,,cxđ.,1,"thình thình, thình thịch",,ꪬꪺ ꪻꪊ ꪔꪾ ꪹꪄꪱ꫁ ꪕꪳ꫁ꪀ ꪕꪳ꫁ꪀ: trống tim đập thình thình,
7542,ꪔꪳꪀ,1,,,cxđ.,1,giun,,ꪤꪱ ꪔꪳꪀ: thuốc tẩy giun,
7543,ꪔꪳ꪿ꪣ,1,,,cxđ.,1,thêm,,* ꪔꪳ꪿ꪣ ꪶꪁꪙ ꪔꪳ꪿ꪣ ꪵꪭꪉ: thêm người thêm sức,ꪔꪳ꪿ꪣ ꪜꪴꪒ: thêm tức
7544,ꪕꪳꪣ ꪵꪕꪙ,1,,,cxđ.,1,thêm thắt,,ꪔꪳ꪿ꪣ ꪵꪕꪙ ꪻꪎ꪿ ꪹꪜꪸꪙ ꪨꪱꪥ ꪁꪫꪱꪣ: thêm thắt vào  thành lắm chuyện,
7545,ꪕꪳꪣ ꪵꪕꪙ,1,,,cxđ.,2,"tăng thêm, gia tăng",,ꪔꪳ꪿ꪣ ꪵꪕꪙ ꪝꪰꪀ ꪵꪭꪉ: tăng thêm sức mạnh,
7546,ꪕꪳꪣ ꪵꪕꪙ,1,,,cxđ.,3,vớt vát,,ꪼꪒ꫁ ꪀꪲ꫁ ꪢꪽ ꪔꪳ꪿ꪣ ꪵꪕꪙ: vớt vát được mấy đồng,
7547,ꪕꪳꪣ ꪵꪕꪙ,1,,,cxđ.,4,bổ sung,,ꪔꪳ꪿ꪣ ꪵꪕꪙ ꪊꪸ꫁ ꪩꪱꪥ: bổ sung giấy tờ,
7548,ꪔꪳ꪿ꪙ,1,,,cxđ.,1,dậy,,* ꪙꪮꪙ ꪒꪳ꪿ꪀ ꪔꪳ꪿ꪙ ꪹꪋꪱ꫁: thứckhuya dậy sớm,
7549,ꪔꪳ꪿ꪙ,1,,,cxđ.,2,"đứng, đứng lên",,ꪻꪠ ꪑꪰꪉ ꪙꪰ꪿ꪉ ꪨꪷ꫁ ꪔꪳ꪿ꪙ ꪄꪳ꫁ꪙ: ai đang ngồi thì đứng lên,ꪔꪳ꪿ꪙ ꪯꪲ: đứng lên đi
7550,ꪔꪳ꪿ꪙ ꪮꪱꪥ,1,,,cxđ.,1,dậy mùi,,ꪵꪜ꫁ꪉ ꪹꪨꪱ꫁ ꪔꪳ꪿ꪙ ꪮꪱꪥ: men rượu dậy mùi,
7551,ꪔꪳ꪿ꪙ ꪚ꪿ꪮꪙ,1,,,cxđ.,1,nhường chỗ,,ꪔꪳ꪿ꪙ ꪚ꪿ꪮꪙ ꪹꪬꪱ꫁ ꪠꪴ꫁ ꪹꪖꪱ꫁ ꪙꪰ꪿ꪉ: nhường chỗ cho người già ngồi,
7552,ꪔꪳ꪿ꪙ ꪹꪋꪱ꫁,1,,,cxđ.,1,"ban mai, buổi sáng",,ꪹꪥꪸꪒ ꪵꪔ꪿ ꪔꪳ꪿ꪙ ꪹꪋꪱ꫁: làm từ buổi sáng,
7553,ꪔꪳ꪿ꪙ ꪹꪋꪱ꫁,1,,,cxđ.,2,sáng sốm,,ꪮꪮꪀ ꪕꪱꪉ ꪵꪔ꪿ ꪔꪳ꪿ꪙ ꪹꪋꪱ꫁: lên đường từ sáng sớm,
7554,ꪔꪳ꪿ꪙ ꪭꪳ꫁,1,,,cxđ.,1,vùng dậy,,ꪒꪱꪉ ꪙꪮꪙ ꪔꪳ꪿ꪙ ꪭꪳ꫁ ꪄꪳ꫁ꪙ: đang ngủ vùng dậy,
7555,ꪔꪳ꪿ꪙ ꪄꪳ꫁ꪙ,1,,,cxđ.,1,"đứng lên, đứng dậy",,ꪒꪱꪉ ꪙꪰ꪿ꪉ ꪔꪳ꪿ꪙ ꪄꪳ꫁ꪙ: đang ngồi đứng lên; đang ngồi đứng dậy,
7556,ꪔꪳ꪿ꪙ ꪄꪳ꫁ꪙ,1,,,cxđ.,2,vùng lên,,ꪔꪳ꪿ꪙ ꪄꪳ꫁ꪙ ꪔꪷ꪿ ꪶꪏꪙ: vùng lên đấu tranh,
7557,ꪔꪳ꪿ꪙ ꪨꪺꪉ,1,,,cxđ.,1,ăn rỗi,,ꪣ꫁ꪮꪙ ꪔꪳ꪿ꪙ ꪨꪺꪉ: tằm ăn rỗi,
7558,ꪔꪳ꪿ꪙ ꪙꪰ꪿ꪉ,1,,,cxđ.,1,gượng dậy,,ꪶꪀ꪿ ꪔꪳ꪿ꪙ ꪙꪰ꪿ꪉ: cố gượng dậy,
7559,ꪕꪳ꫁ꪙ,1,,,cxđ.,1,lột,,ꪕꪳ꫁ꪙ ꪠ꫁ꪱ ꪶꪨꪚ ꪹꪎ꪿ ꪮꪮꪀ: lột vải giải đệm ra,
7560,ꪕꪳ꫁ꪙ,1,,,cxđ.,2,giỡ,,ꪕꪳ꫁ꪙ ꪡꪱꪀ ꪹꪥꪉ: giỡ giát giường,
7561,ꪕꪳ꫁ꪙ,1,,,cxđ.,3,xáo,,ꪕꪳ꫁ꪙ ꪀꪮꪉ ꪹꪡꪉ: xáo đống rơm,
7562,ꪕꪳ꫁ꪙ,1,,,cxđ.,4,"trốc, tốc",,ꪶꪩꪣ ꪨꪺꪉ ꪕꪳ꫁ꪙ ꪼꪋ ꪁꪱ: bão trốc mái nhà,
7563,ꪕꪳ꫁ꪙ ꪹꪕꪸ,1,,,cxđ.,1,bới xáo,,ꪕꪳ꫁ꪙ ꪹꪕꪸ ꪀꪮꪉ ꪭ꫁ꪱ: bới xáo đống  rác,
7564,ꪔꪳꪉ,1,,,cxđ.,1,chằn,,ꪔꪳꪉ ꪭ꫁ꪺ ꪎꪺꪙ: chằn phên rào,
7565,ꪔꪳꪉ,1,,,cxđ.,2,căng,,ꪔꪳꪉ ꪜꪸ꪿ꪉ ꪘꪰꪉ ꪉꪺ ꪮꪮꪀ: căng miếng da bò ra,
7566,ꪔꪳꪉ,1,,,cxđ.,3,nong,,ꪔꪳꪉ ꪭꪱꪥ: nong giày,
7567,ꪔꪳ꪿ꪉ,1,,,cxđ.,1,căng,,ꪹꪚꪷꪣ ꪚ꪿ꪮꪉ ꪔꪳ꪿ꪉ: bơm căng bóng,ꪜꪴꪣ ꪔꪳ꪿ꪉ: căng bụng
7568,ꪔꪳ꪿ꪉ,1,,,cxđ.,2,mọng,,ꪢꪱꪀ ꪀꪸ꫁ꪉ ꪎꪴ꪿ꪀ ꪔꪳ꪿ꪉ: quả cam chín mọng,
7569,ꪔꪳ꪿ꪉ ꪔꪳ꪿ꪉ,1,,,cxđ.,1,"ngào ngạt, ngạt ngào",,ꪮꪱꪥ ꪬꪮꪣ ꪔꪳ꪿ꪉ ꪔꪳ꪿ꪉ: mùi thơm ngào ngạt,
7570,ꪔꪳ꪿ꪉ ꪮꪎꪳꪒ,1,,,cxđ.,1,căng phình,,ꪜꪴꪣ ꪔꪳ꪿ꪉ ꪮꪎꪳꪒ: bụng căng phình,
7571,ꪕꪳ꪿ꪉ,1,,,cxđ.,1,"bịch, ịch",,ꪶꪩ꫁ꪣ ꪕꪳ꪿ꪉ ꪶꪩꪉ: ngã bịch xuống,ꪶꪔ꪿ꪀ ꪕꪳ꪿ꪉ ꪶꪩꪉ: rơi ịch xuống
7572,ꪹꪔ꪿ꪥ,1,,,cxđ.,1,trễ,môi,ꪭꪲꪣ ꪶꪎꪚ ꪹꪔ꪿ꪥ: trễ môi,
7573,ꪹꪔꪀ,1,,,cxđ.,1,dọng,,ꪹꪔꪀ ꪼꪣ꫁: dọng tre,
7574,ꪹꪔ꫁ꪙ,1,,,cxđ.,1,"ngấy, ngán",,ꪀꪲꪙ ꪹꪐ꪿ ꪝꪲ ꪨꪱꪥ ꪹꪔ꫁ꪙ: ăn thịt mỡ nhiều ngấy,
7575,ꪹꪔ꪿ꪉ,1,,,cxđ.,1,tướng,,ꪄꪳ꫁ꪙ ꪹꪀꪷꪚ ꪹꪔ꪿ꪉ: lên cấp tướng,
7576,ꪹꪔ꪿ꪉ ꪀꪺꪙ,1,,,cxđ.,1,tướng quân,,,
7577,ꪹꪔ꪿ꪉ ꪬꪱꪙ,1,,,cxđ.,1,"mãnh tướng, dũng tướng",,,
7578,ꪔꪳꪚ,1,,,cxđ.,1,rậm,,ꪜ꪿ꪱ ꪔꪳꪚ: rừng rậm,ꪶꪠꪣ ꪔꪳꪚ: tóc rậm
7579,ꪔꪳꪚ,2,,,cxđ.,1,lạng,,ꪔꪳꪚ ꪔ꪿ꪮꪙ ꪹꪐ꪿ ꪎꪽ: lạng miếng thịt thăn,
7580,ꪔꪳꪚ ꪣꪴꪙ,1,,,cxđ.,1,ngập ngụa,rác,ꪀꪱꪉ ꪄ꪿ꪺꪉ ꪔꪳꪚ ꪣꪴꪙ ꪐꪲ꪿ꪉ ꪹꪐ꫁: sân ngập ngụa những rác,
7581,ꪔꪳꪚ ꪔꪽ,1,,,cxđ.,1,rậm rạp ,,ꪕꪴꪣ ꪼꪣ꫁ ꪔꪳꪚ ꪔꪽ: bụi cây rậm rạp,
7582,ꪕꪳꪚ,1,,,cxđ.,1,"giậm, nện",,ꪕꪳꪚ ꪔꪲꪙ: dậm chân,
7583,ꪕꪳꪚ,2,,,cxđ.,1,đắp thêm,,ꪘꪱꪫ ꪕꪳꪚ ꪡꪱ ꪻꪬ꫁ ꪮꪴ꪿ꪙ: rét đắp thêm chăn cho ấm,
7584,ꪕꪳꪚ ꪔꪲꪙ,1,,,cxđ.,1,giậm chân,,ꪕꪳꪚ ꪔꪲꪙ ꪀꪾꪚ ꪚ꪿ꪮꪙ: giậm chân tại chỗ,
7585,ꪕꪳꪒ ꪕꪳꪒ,1,,,cxđ.,1,sình sịch,,ꪎꪸꪉ ꪼꪢ꪿ ꪙꪽ ꪕꪳꪒ ꪕꪳꪒ: tiếng máy kêu sình sịch,
7586,ꪹꪕꪸ꪿-ꪹꪫꪸꪒ ꪹꪕꪸ꪿-ꪹꪫꪸ,1,,,cxđ.,1,lổng chổng,,ꪹꪋ꪿ꪉ ꪄꪮꪉ ꪼꪫ꫁ ꪹꪕꪸ꪿-ꪹꪫꪸꪒ ꪹꪕꪸ꪿-ꪹꪫꪸ: đồ đạc để lổng chổng,
7587,ꪔꪎ꪿ꪮꪥ,1,,,cxđ.,1,chon chót ,,ꪭꪲꪣ ꪶꪎꪚ ꪵꪒꪉ ꪔꪎ꪿ꪮꪥ: môi đỏ chon chót,
7588,ꪕꪳ꫁ ꪕꪳ꫁,1,,,cxđ.,1,rực,đèn,ꪵꪓꪙ ꪒꪸ꫁ꪙ ꪭꪴ꪿ꪉ ꪕꪳ꫁ ꪕꪳ꫁: đèn điện sáng rực,
7589,ꪖꪱ,1,,,cxđ.,1,lở loét ,,ꪔꪲꪙ ꪹꪜꪸꪙ ꪖꪱ: chân bị lở loét,
7590,ꪖ꫁ꪱ,1,,,cxđ.,1,"đợi, chờ",,ꪖ꫁ꪱ ꪙ꫁ꪮꪉ ꪤꪴ꪿: đợi em mãi; chờ em mãi,
7591,ꪗ꫁ꪱ,1,,,cxđ.,1,trệch,,ꪵꪚ꪿ꪙ ꪹꪚꪱ꪿ ꪗ꫁ꪱ ꪎꪰꪀ ꪔꪱꪫ: bắn không trệch phát nào,
7592,ꪖꪱꪥ,1,,,cxđ.,1,dân lễ vật,vh,,
7593,ꪖꪱꪥ ꪼꪚ꫁,1,,,cxđ.,1,dâng biếu và bày tỏ,vh,,
7594,ꪖ꪿ꪱꪥ,1,,,cxđ.,1,thay,đồ vật,* ꪣ꫁ꪱ ꪖ꪿ꪱꪥ ꪮꪱꪙ: ngựa thay yên; bình cũ nước mới,
7595,ꪖ꪿ꪱꪥ ꪮꪱꪙ,1,,,cxđ.,1,"an khang, an bình, thái bình",,ꪹꪭꪙ ꪤ꫁ꪱꪫ ꪖ꪿ꪱꪥ ꪮꪱꪙ: gia quyến an khang,
7596,ꪖ꫁ꪱꪥ,1,,,cxđ.,1,thải,,ꪖ꫁ꪱꪥ ꪹꪄꪱ꫁ ꪩꪱꪚ ꪮꪮꪀ: thải thóc lép ra,
7597,ꪖ꫁ꪱꪥ,1,,,cxđ.,2,"sa thải, thải hồi",,ꪖ꫁ꪱꪥ ꪊꪳ꪿ꪀ ꪥꪲ꫁ꪀ: sa thải chức dịch,
7598,ꪗꪱꪥ,1,,,cxđ.,1,đố,,* ꪹꪕꪸꪉ ꪗꪱꪥ ꪹꪕꪸꪉ ꪵꪀ꫁: vừa đố vừa giảng,
7599,ꪖꪱꪀ,1,,,cxđ.,1,"đẽo, vạc",,ꪖꪱꪀ ꪹꪎꪱ ꪹꪭꪙ: đẽo cột nhà,
7600,ꪖꪱꪀ,1,,,cxđ.,2,sượt,,ꪵꪚ꪿ꪙ ꪖꪱꪀ ꪜꪲꪀ ꪶꪙ꫁ꪀ ꪼꪜ: bắn sượt qua cánh chim,
7601,ꪖꪱꪀ,1,,,cxđ.,3,choảng,,ꪎꪮꪉ ꪶꪁꪙ ꪖꪱꪀ ꪀꪽ: hai người choảng nhau,
7602,ꪖꪱꪀ ꪘ꫁ꪱ,1,,,cxđ.,1,xỉ vả,,,
7603,ꪖꪱꪀ ꪖꪲꪀ,1,,,cxđ.,1,đẽo qua quýt,,,
7604,ꪖꪱꪀ ꪖꪲꪀ,2,,,cxđ.,1,vụt tứ tung,,,
7605,ꪖꪱꪀ ꪖꪲꪀ,2,,,cxđ.,2,vung,,ꪠ꫁ꪱꪥ ꪹꪉꪷꪙ ꪶꪤ꪿ꪉ ꪖꪱꪀ ꪖꪲꪀ ꪎꪸ: tiền nong tiêu vung,
7606,ꪖꪱꪣ,1,,,cxđ.,1,hỏi,,* ꪹꪚꪱ꪿ ꪭꪴ꫁ ꪊꪰ꪿ꪉ ꪖꪱꪣ: không biết mới hỏi,
7607,ꪖꪱꪣ ꪛꪱꪥ,1,,,cxđ.,1,hỏi bài,,ꪖꪱꪣ ꪛꪱꪥ ꪙ꫁ꪮꪉ ꪭꪸꪙ: hỏi bài học sinh,
7608,ꪖꪱꪣ ꪬꪱ,1,,,cxđ.,1,thăm hỏi,,ꪖꪱꪣ ꪬꪱ ꪛ꫁ꪱꪙ ꪹꪡꪉ: thăm hỏi bạn bè,
7609,ꪖꪱꪣ ꪄ꪿ꪱꪫ,1,,,cxđ.,1,hỏi thăm,,ꪠꪱꪀ ꪁꪫꪱꪣ ꪖꪱꪣ ꪄ꪿ꪱꪫ: gửi lời hỏi thăm,
7610,ꪖ꪿ꪱꪣ,1,,,cxđ.,1,"thám, thám thính, do thám",,ꪵꪎ ꪚꪲꪙ ꪣꪱ ꪖ꪿ꪱꪣ: máy bay đến thám thính,
7611,ꪖ꪿ꪱꪙ,1,,,cxđ.,1,than,,ꪚꪷ꪿ ꪖ꪿ꪱꪙ: mỏ than,ꪖ꪿ꪱꪙ ꪼꪣ꫁ ꪒꪲꪚ: than gỗ tươi
7612,ꪖ꪿ꪱꪙ ꪬꪲꪙ,1,,,cxđ.,1,than đá,,,
7613,ꪖ꪿ꪱꪙ ꪼꪡ,1,,,cxđ.,1,than củi,,,
7614,ꪖ꫁ꪱꪙ,1,,,cxđ.,1,gác,,ꪝꪾꪚ ꪎꪳ ꪼꪫ꫁ ꪹꪕꪸꪉ ꪖ꫁ꪱꪙ: quyển sách để trên gác,ꪹꪥꪸꪒ ꪫꪸꪀ ꪘꪰ꫁ꪉ ꪖ꫁ꪱꪙ ꪖꪳ꪿ ꪎꪮꪉ: làm việc ở gác hai
7615,ꪖ꫁ꪱꪙ ꪵꪭ꫁ꪉ,1,,,cxđ.,1,trần,nhà sàn,,
7616,ꪖ꫁ꪱꪙ ꪵꪭ꫁ꪉ,1,,,cxđ.,2,gác xép,,ꪹꪋ꪿ꪉ ꪼꪫ꫁ ꪖ꫁ꪱꪙ ꪵꪭ꫁ꪉ: đồ để gác xép,
7617,ꪖꪱꪉ,1,,,cxđ.,1,"phát, phạt",,ꪖꪱꪉ ꪜ꪿ꪱ: phát rừng,ꪖꪱꪉ ꪐ꫁ꪱ: phạt cỏ
7618,ꪖꪱꪉ,2,,,cxđ.,1,thăng,,ꪼꪒ꫁ ꪖꪱꪉ ꪊꪳ꪿ꪀ: được thăng chức,
7619,ꪖꪱꪉ ꪊꪸꪉ,1,,,cxđ.,1,ra giêng,,ꪖꪱꪉ ꪊꪸꪉ ꪜꪴꪀ ꪢꪱꪀ ꪖ꪿ꪺ: ra giêng trồng đậu,
7620,ꪖ꪿ꪱꪉ,1,,,cxđ.,1,doãng,,ꪖ꪿ꪱꪉ ꪄꪱ ꪮꪮꪀ: doãng chân ra,
7621,ꪖ꪿ꪱꪉ,1,,,cxđ.,2,"căng nọc, căng xác",,ꪖ꪿ꪱꪉ ꪮꪮꪀ ꪕꪾꪚ: căng nọc ra mà đánh,
7622,ꪖ꪿ꪱꪉ ꪁꪷ,1,,,cxđ.,1,nọc cổ,,ꪖ꪿ꪱꪉ ꪁꪷ ꪮꪮꪀ ꪕꪾꪚ: nọc cổ ra mà đánh,
7623,ꪖ꪿ꪱꪉ ꪹꪅꪷ꫁ꪉ,1,,,cxđ.,1,doãng rộng,,ꪖ꪿ꪱꪉ ꪹꪅꪷ꫁ꪉ ꪄꪱ ꪮꪮꪀ: doãng rộng chân ra,
7624,ꪖ꪿ꪱꪉ ꪖ꫁ꪱꪥ,1,,,cxđ.,1,lòng thòng,,ꪹꪋꪀ ꪭꪲ ꪖ꪿ꪱꪉ ꪖ꫁ꪱꪥ: dây dài lòng thòng,
7625,ꪗ꪿ꪱꪉ,1,,,cxđ.,1,giong,lợn,ꪗ꪿ꪱꪉ ꪢꪴ ꪼꪜ: giong lợn đi,
7626,ꪗ꫁ꪱꪉ,1,,,cxđ.,1,văng,,ꪶꪀ꪿ꪥ ꪗ꫁ꪱꪉ ꪠꪱ ꪔꪴ: đá văng cánh cửa,
7627,ꪵꪖ꪿ꪉ,1,,,cxđ.,1,thánh,,ꪵꪖ꪿ꪉ ꪁꪷ꫁ ꪹꪚꪱ꪿ ꪹꪥꪸꪒ ꪼꪒ꫁: thánh cũng không làm được,
7628,ꪵꪖ꪿ꪉ,2,,,cxđ.,1,một phần tư,,ꪜꪽ ꪵꪖ꪿ꪉ ꪮꪮꪀ: chia làm một phần tư,
7629,ꪵꪗꪉ,1,,,cxđ.,1,thành,,ꪤꪴ꪿ ꪙꪮꪀ ꪵꪗꪉ: ở ngoại thành,
7630,ꪖ꪿ꪱꪫ,1,,,cxđ.,1,bộ,quần áo,ꪖ꪿ꪱꪫ ꪎ꫁ꪺꪉ ꪹꪎ꫁ ꪻꪢ꪿: bộ quần áo mới,
7631,ꪖ꪿ꪱꪫ,2,,,cxđ.,1,nôn mửa,,ꪀꪲꪙ ꪹꪄꪱ꫁ ꪖ꪿ꪱꪫ ꪮꪮꪀ ꪎꪸ: ăn cơm vào nôn mửa ra,
7632,ꪖ꪿ꪱꪫ ꪕ꫁ꪮꪉ,1,,,cxđ.,1,tháo dạ,,,
7633,ꪖ꫁ꪱꪫ,1,,,cxđ.,1,tháo,,ꪖ꫁ꪱꪫ ꪶꪮ꪿ꪉ: tháo súng,
7634,ꪖꪱꪚ ꪹꪗꪸ꫁ꪉ,1,,,cxđ.,1,thỗn thện,,ꪮꪴꪀ ꪖꪱꪚ ꪹꪗꪸ꫁ꪉ: vú thỗn thện,
7635,ꪖꪱꪚ ꪹꪗꪸ꫁ꪉ,1,,,cxđ.,2,nhom,,ꪠꪮꪣ ꪖꪱꪚ ꪹꪗꪸ꫁ꪉ: gầy nhom,
7636,ꪗꪱꪒ,1,,,cxđ.,1,tháp,,ꪊꪮꪣ ꪗꪱꪒ: đỉnh tháp,
7637,ꪹꪖꪱ꫁,1,,,cxđ.,1,già,"người, động vật",ꪶꪁꪙ ꪹꪖꪱ꫁: người già,ꪁꪫꪱꪥ ꪹꪖꪱ꫁: trâu già
7638,ꪹꪖꪱ꫁,1,,,cxđ.,2,cụ,,ꪹꪖꪱ꫁ ꪙ꫁ꪽ ꪹꪚꪱ꪿ ꪊꪴꪚ ꪁꪺꪙ: cụ ấy không hút thuốc,
7639,ꪹꪖꪱ꫁ ꪁꪩꪷ꫁,1,,,cxđ.,1,"bố phượu, ông hề",,ꪹꪖꪱ꫁ ꪁꪩꪷ꫁ ꪜꪱꪀ ꪵꪮ꪿ ꪬꪺ: bố phượu nói buồn cười,
7640,ꪹꪖꪱ꫁ ꪵꪀ꪿,1,,,cxđ.,1,"già cả, già nua",,,
7641,ꪹꪖꪱ꫁ ꪣꪱ,1,,,cxđ.,1,về già,,ꪹꪖꪱ꫁ ꪣꪱ ꪮꪸ꪿ꪫ ꪵꪭꪉ: về già yếu sức,
7642,ꪼꪖ,1,,,cxđ.,1,cày,,ꪣꪱꪀ ꪼꪖ: lưỡi cày,
7643,ꪼꪖ,1,,,cxđ.,1,cày,,ꪼꪖ ꪙꪱ: cày ruộng,* ꪼꪖ ꪹꪩꪷ꫁ꪀ ꪚꪱꪙ ꪙꪺꪙ: cày sâu bừa kĩ
7644,ꪼꪖ,2,,,cxđ.,1,chúi,,ꪶꪩ꫁ꪣ ꪬꪺ ꪼꪖ ꪶꪩꪉ ꪘꪮꪉ: ngã đầu chúi xuống ao,
7645,ꪼꪖ ꪚꪱꪙ,1,,,cxđ.,1,cày bừa,,ꪔꪷ꪿ ꪼꪖ ꪚꪱꪙ: đóng cày bừa,ꪼꪖ ꪚꪱꪙ ꪙꪱ ꪊꪸꪣ: cày bừa ruộng chiêm
7646,ꪼꪖ ꪼꪢ꪿,1,,,cxđ.,1,cày máy,,,
