STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
9988,ꪡꪴ꫁ꪥ,1,,,cxđ.,1,thối,,ꪡꪴ꫁ꪥ ꪣꪱ ꪎꪮꪉ ꪢꪽ: thối lại hai đồng,
9989,ꪠꪴꪀ,1,,,cxđ.,1,"buộc, trói",,ꪠꪴꪀ ꪹꪋꪀ: buộc dây,* ꪠꪴ꪿ ꪔꪲꪙ ꪠꪴꪀ ꪣꪳ: trói chân trói tay
9990,ꪠꪴꪀ ꪄꪰꪒ ꪵꪄ꫁,1,,,cxđ.,1,trói ké,,,
9991,ꪠꪴꪀ ꪵꪄꪙ,1,,,cxđ.,1,buộc chỉ cổ tay,để giữ hồn vía hoặc chúc phúc,,
9992,ꪠꪴꪀ ꪄꪲꪙ ꪜ꫁ꪮꪣ,1,,,cxđ.,1,trói tôm,,,
9993,ꪠꪴꪀ ꪄꪮꪒ ꪭꪴꪒ,1,,,cxđ.,1,buộc quai dọ,,,
9994,ꪠꪴꪀ ꪣꪰꪒ,1,,,cxđ.,1,buộc bịn,,ꪠꪴꪀ ꪣꪰꪒ ꪵꪙꪫ ꪙꪲ꫁ ꪹꪚꪱ꪿ ꪢ꫁ꪽ: buộc bịn thế này thì chắc gì,
9995,ꪠꪴꪀ ꪣꪰꪒ,1,,,cxđ.,2,trói buộc,,ꪜꪺ ꪀꪫꪱꪙ ꪠꪴꪀ ꪣꪰꪒ ꪹꪤꪷꪙ ꪼꪝ꪿: vua quan trói buộc nhân dân,
9996,ꪠꪴꪀ ꪙ꫁ꪮꪀ,1,,,cxđ.,1,,,,
9997,ꪠꪴꪀ ꪘ꪿ꪮꪉ ꪙ꫁ꪮꪀ,1,,,cxđ.,1,trói gô,,,
9998,ꪡꪴꪀ,1,,,cxđ.,1,chiếu,,* ꪙꪮꪙ ꪡꪴꪀ ꪶꪬ꪿ꪣ ꪊꪸꪙ: nằm chiếu đắp chăn chiên,
9999,ꪡꪴꪣ,1,,,cxđ.,1,nằm,đè lên,ꪼꪀ꪿ ꪡꪴꪣ ꪭꪮꪀ: gà nằm ổ,
10000,ꪡꪴꪣ,1,,,cxđ.,2,đầm,,ꪁꪫꪱꪥ ꪡꪴꪣ ꪚꪺꪀ: trâu đầm vũng,
10001,ꪡꪴꪣ ꪹꪮꪸꪨꪒ,1,,,cxđ.,1,,,,
10002,ꪡꪴꪣ ꪹꪮꪸꪢꪚ,1,,,cxđ.,1,ẹp,,ꪙꪮꪙ ꪡꪴꪣ ꪹꪮꪸꪢꪚ ꪶꪩꪉ ꪹꪥꪉ: nằm ẹp xuống giường,
10003,ꪠꪴ꪿ꪙ,1,,,cxđ.,1,lễ cầu xin,giọng như khấn,,
10004,ꪠꪴ꪿ꪙ ꪠ꪿ꪱꪙ,1,,,cxđ.,1,lều bều,,ꪅꪮꪚ ꪝꪲ ꪡꪴ ꪠꪴ꪿ꪙ ꪠ꪿ꪱꪙ: tóp mỡ nổi lều bều,
10005,ꪡꪴꪙ,1,,,cxđ.,1,oán hờn,vh,ꪙ꫁ꪮꪉ ꪨ꫁ꪱ ꪑꪱ ꪡꪴꪙ: em yêu chớ oán hờn,
10006,ꪡꪴꪙ ꪋꪸꪒ,1,,,cxđ.,1,hờn dỗi,vh,ꪡꪴꪙ ꪋꪸꪒ ꪀꪺꪉ ꪻꪊ: hờn dỗi trong lòng,
10007,ꪡꪴꪙ ꪼꪐ,1,,,cxđ.,1,giận dỗi,vh,ꪙꪱꪉ ꪙꪱꪒ ꪡꪴꪙ ꪼꪐ: công nương giận dỗi,
10008,ꪡꪴꪙ ꪹꪘ,1,,,cxđ.,1,"thiên cung, trời xanh",vh,,
10009,ꪠꪴꪉ,1,,,cxđ.,1,"mơ, mai",cây,,
10010,ꪠꪴꪉ,2,,,cxđ.,1,phong,,ꪠꪴꪉ ꪵꪚ꪿ꪉ: phong bánh,
10011,ꪠꪴꪉ,3,,,cxđ.,1,vá,,ꪠꪴꪉ ꪎ꫁ꪺꪉ ꪹꪎ꫁: vá quần áo,
10012,ꪠꪴꪉ ꪹꪭꪱ,1,,,cxđ.,1,"chúng ta, chúng mình",vh,,
10013,ꪠꪴꪉ ꪹꪭꪙ,1,,,cxđ.,1,,,,
10014,ꪠꪴꪉ ꪼꪢ,1,,,cxđ.,1,mạng,,ꪣꪱꪒ ꪠꪴꪉ ꪼꪢ: mạng bít tất,
10015,ꪠꪴꪉ ꪹꪡꪉ,1,,,cxđ.,1,phường bạn,vh,ꪼꪜ ꪕ꪿ꪮꪥ ꪠꪴꪉ ꪹꪡꪉ: đi theo phường bạn,
10016,ꪠꪴꪉ ꪎꪳ,1,,,cxđ.,1,"phong bì, phong thư",,,
10017,ꪡꪴ꫁ꪉ,1,,,cxđ.,1,"bắn, túa",,ꪙꪾ꫁ ꪠꪴꪉ ꪄꪳ꫁ꪙ: nước bắn lên,
10018,ꪡꪴ꫁ꪉ,1,,,cxđ.,2,vã,,ꪹꪬ꪿ ꪡꪴ꫁ꪉ: vã mồ hôi,
10019,ꪡꪴ꫁ꪉ ꪊ꪿ꪱꪙ ꪊ꪿ꪱꪙ,1,,,cxđ.,1,bắn tung tóe,,,
10020,ꪡꪴ꫁ꪉ ꪡꪲ,1,,,cxđ.,1,"nháo nhác, táo tác, xáo xác",,ꪼꪀ꪿ ꪵꪩ꪿ꪙ ꪡꪴ꫁ꪉ ꪡꪲ: gà chạy nháo nhác,
10021,ꪠꪴꪉ ꪡꪺꪀ,1,,,cxđ.,1,tung tóe,,ꪙꪾ꫁ ꪠꪴꪉ ꪡꪺꪀ: nước tung tóe,
10022,ꪠꪴꪉ ꪡꪺꪀ,1,,,cxđ.,2,tan tác,,ꪼꪀ꪿ ꪵꪩ꪿ꪙ ꪠꪴꪉ ꪡꪺꪀ: gà chạy tan tác,
10023,ꪡꪺꪀ,1,,,cxđ.,1,ục,,ꪁꪴ ꪹꪢꪉ ꪁ꫁ꪱꪙ ꪡꪺꪀ: bờ mương vỡ ục,
10024,ꪡꪺꪀ ꪡꪺꪀ,1,,,cxđ.,1,bì bõm,,ꪕ꪿ꪮꪉ ꪙꪾ꫁ ꪡꪺꪀ ꪡꪺꪀ: lội nước bì bõm,
10025,ꪡꪳ꪿ ꪡꪳ꪿,1,,,cxđ.,1,phì phò,,ꪬꪱ ꪻꪊ ꪡꪳ꪿ ꪡꪳ꪿: thở phì phò,
10026,ꪹꪠ,1,,,cxđ.,1,tết,,ꪹꪠ ꪶꪠꪣ: tết tóc,
10027,ꪹꪠ,1,,,cxđ.,2,quấn,,ꪙꪮꪙ ꪹꪠ ꪀꪽ ꪤꪴ꪿: nằm quấn vào nhau,
10028,ꪹꪠ,1,,,cxđ.,3,"bá, khoác",,* ꪹꪠ ꪚ꪿ꪱ ꪹꪠ ꪁꪷ: bá vai bá cổ,
10029,ꪹꪠ ꪠ꫁ꪽ,1,,,cxđ.,1,quấn quýt,,ꪎꪮꪉ ꪶꪁꪙ ꪹꪠ ꪠ꫁ꪽ ꪀꪽ: hai người quấn quýt nhau,
10030,ꪹꪠ꪿,1,,,cxđ.,1,"dôi, dư",,ꪹꪥꪸꪒ ꪹꪄꪱ꫁ ꪹꪠ꪿ ꪼꪫ꫁ ꪡꪮꪉ ꪣꪲ ꪵꪄꪀ: làm cơm dôi dư ra để phòng có khách,
10031,ꪹꪠ꪿,1,,,cxđ.,2,tràn,,ꪮꪲ꫁ꪙ ꪹꪠ꪿: chơi tràn,ꪀꪲꪙ ꪹꪠ꪿: ăn tràn
10032,ꪹꪠ꫁,1,,,cxđ.,1,"váng, màng",,ꪹꪠ꫁ ꪝꪲ: váng mỡ,ꪹꪠ꫁ ꪙꪾ꫁ ꪶꪙꪣ ꪉꪺ: váng sữa bò
10033,ꪹꪡ,1,,,cxđ.,1,"dìu, vực",,ꪹꪡ ꪜꪴ꪿ ꪼꪜ: dìu ông đi,ꪹꪡ ꪙ꫁ꪮꪉ ꪔꪳ꪿ꪙ: vực em dậy
10034,ꪡꪳꪣ,1,,,cxđ.,1,khổ,,ꪡꪳꪣ ꪬꪴꪀ: khổ dệt vải,
10035,ꪠꪳꪙ,1,,,cxđ.,1,"tấm, manh, cái, chiếc","quần áo, vải vóc",* ꪠꪳꪙ ꪎ꫁ꪺꪉ ꪠꪳꪙ ꪹꪎ꫁: tấm áo manh quần,ꪠꪳꪙ ꪹꪎ꫁: cái áo
10036,ꪠꪳ꪿ꪙ,1,,,cxđ.,1,"lát, nhát",,ꪖ꫁ꪺꪥ ꪹꪠꪷ꫁ ꪣꪲ ꪀꪲ꫁ ꪠꪳ꪿ꪙ ꪹꪐ꪿: bát phở có vài lát thịt,
10037,ꪠꪳ꪿ꪙ,1,,,cxđ.,2,xắt,,ꪠꪳ꪿ꪙ ꪹꪐ꪿ ꪮꪮꪀ ꪹꪔ ꪁꪾ: xắt thịt ra từng miếng,
10038,ꪡꪳ꫁ꪙ,1,,,cxđ.,1,"lật, đảo, trang",,ꪡꪳ꫁ꪙ ꪜꪸ꪿ꪉ ꪵꪜ꫁ꪙ: lật tấm ván,ꪡꪳ꫁ꪙ ꪹꪄꪱ꫁ ꪻꪬ꫁ ꪣꪽ ꪩꪾ: trang thóc cho đều
10039,ꪡꪳ꫁ꪙ,1,,,cxđ.,2,"đổi, trở ",,ꪡꪳ꫁ꪙ ꪚ꪿ꪱ: đổi vai,
10040,ꪡꪳ꫁ꪙ,2,,,cxđ.,1,"ầm, nhao, inh",,ꪊꪸꪫ ꪡꪳ꫁ꪙ ꪄꪳ꫁ꪙ: reo ầm lên,ꪹꪕꪸꪉ ꪚ꫁ꪱꪙ ꪡꪳ꫁ꪙ ꪄꪳ꫁ꪙ: cả bản nhao lên
10041,ꪡꪳ꫁ꪙ,2,,,cxđ.,2,"nháo, nháo nhác",,ꪏꪮꪀ ꪡꪳ꫁ꪙ ꪎꪸ: tìm nháo lên,
10042,ꪡꪳ꫁ꪙ,3,,,cxđ.,1,"lừng, lựng, sực",,ꪮꪱꪥ ꪬꪮꪣ ꪙꪾ꫁ ꪚꪮꪀ ꪡꪳ꫁ꪙ ꪎꪸ: thơm lừng nước hoa; sực mùi nước hoa,
10043,ꪡꪳ꫁ꪙ,3,,,cxđ.,2,"um, nồng nặc",,ꪮꪱꪥ ꪢꪲꪙ ꪡꪳ꫁ꪙ: mùi thối um,
10044,ꪡꪳ꫁ꪙ ꪁꪲꪉ,1,,,cxđ.,1,trở mình,,ꪡꪳ꫁ꪙ ꪁꪲꪉ ꪙꪮꪙ ꪵꪏꪁꪉ: trở mình nằm nghiêng,
10045,ꪡꪳ꫁ꪙ ꪡꪱꪀ,1,,,cxđ.,1,inh ỏi,,ꪼꪬ꫁ ꪡꪳ꫁ꪙ ꪡꪱꪀ: khóc inh ỏi,
10046,ꪡꪳ꫁ꪙ ꪡꪱꪀ,1,,,cxđ.,2,kinh động,,ꪡꪳ꫁ꪙ ꪡꪱꪀ ꪹꪕꪸꪉ ꪶꪠ꫁ꪉ: kinh động cả một vùng,
10047,ꪡꪳ꫁ꪙ ꪡꪱꪀ,2,,,cxđ.,1,lật lọng,,ꪡꪳ꫁ꪙ ꪡꪱꪀ ꪀꪾꪚ ꪶꪢꪒ ꪢꪴ꪿: lật lọng với đoàn thể,
10048,ꪡꪳ꫁ꪙ ꪶꪔ,1,,,cxđ.,1,,,,
10049,ꪹꪡꪥ,1,,,cxđ.,1,"hiên, hè",,ꪹꪡꪙ ꪹꪭꪙ: hiên nhà,
10050,ꪹꪡꪥ,1,,,cxđ.,2,,,,
10051,ꪹꪠꪀ,1,,,cxđ.,1,khoai sọ,cây,,
10052,ꪹꪠꪀ ꪣꪽ,1,,,cxđ.,1,hoa màu,,,
10053,ꪹꪡꪙ,1,,,cxđ.,1,"rung động, lay",,ꪶꪩꪣ ꪹꪡꪙ ꪹꪕꪸꪉ ꪹꪭꪙ: gió rung động cả nhà,ꪶꪩꪣ ꪹꪡꪙ ꪜꪱꪥ ꪼꪣ꫁: gió lay ngọn cây
10054,ꪹꪡꪙ,1,,,cxđ.,2,xoay chuyển,,ꪬꪺ ꪻꪊ ꪹꪚꪱ꪿ ꪹꪡꪙ: lòng không xoay chuyển,
10055,ꪹꪡꪙ ꪘꪳꪉ,1,,,cxđ.,1,"đung đưa, rung rinh",,ꪜꪱꪥ ꪼꪣ꫁ ꪹꪡꪙ ꪘꪳꪉ: ngọn cây đung đưa,
10056,ꪹꪡꪉ ꪼꪪ,1,,,cxđ.,1,lay động,,ꪡ꫁ꪱ ꪶꪩꪣ ꪖꪺꪉ ꪚꪮꪀ ꪹꪡꪙ ꪼꪪ: gió lay động đóa hoa,
10057,ꪹꪡ꫁ꪙ ꪹꪯꪷꪥ,1,,,cxđ.,1,eo ôi,,ꪹꪡ꫁ꪙ ꪹꪯꪷꪥ! ꪼꪀ꪿ ꪔꪱꪥ ꪵꪩ꫁ꪫ!: eo ôi! gà chết rồi!,
10058,ꪹꪠꪉ,1,,,cxđ.,1,phương,,ꪎꪲ꪿ ꪹꪠꪉ ꪡ꫁ꪱ: bốn phương trời,
10059,ꪹꪡꪉ,1,,,cxđ.,1,khế,cây,,
10060,ꪹꪡꪉ,2,,,cxđ.,1,"rơm, rạ",,ꪹꪭꪙ ꪣꪴꪉ ꪹꪡꪉ: nhà lợp rơm,
10061,ꪹꪡ꫁ꪉ,1,,,cxđ.,1,"nửa, phần",chiều dọc,ꪀꪲꪙ ꪹꪢꪸꪒ ꪹꪡ꫁ꪉ ꪢꪱꪀ ꪝꪴ꫁ꪀ: ăn hết nửa quả bưởi,
10062,ꪹꪡꪒ,1,,,cxđ.,1,tràn trào,,ꪙꪾ꫁ ꪹꪡꪒ ꪖ꫁ꪺꪥ ꪮꪮꪀ: nước tràn ra bát,
10063,ꪹꪡꪒ,1,,,cxđ.,2,"lô xô, sóng sánh, sánh",,ꪡꪮꪉ ꪙꪾ꫁ ꪹꪡꪒ: sóng nước lô xô,
10064,ꪠꪳꪒ,1,,,cxđ.,1,bết,sợi mảnh,ꪶꪠꪣ ꪠꪳꪒ ꪎꪱꪉ ꪥꪱꪀ: tóc bết khó chải,
10065,ꪠꪳꪒ,1,,,cxđ.,2,rít,,ꪵꪎ ꪀꪫꪱꪉ ꪖꪲꪚ ꪠꪳꪒ: xe đạp đạp rít,ꪹꪄꪱ ꪫꪲ ꪠꪳꪒ: cánh quạt rít
10066,ꪠꪳꪒ,1,,,cxđ.,3,,,,
10067,ꪡꪳꪒ,1,,,cxđ.,1,bật,,ꪁꪽ ꪵꪭ꫁ꪫ ꪡꪳꪒ ꪄꪳ꫁ꪙ: cần bẫy bật lên,
10068,ꪡꪳꪒ,1,,,cxđ.,2,"vỏng, ngỏng",,ꪡꪳꪒ ꪬꪱꪉ: vỏng đuôi; ngỏng đuôi,
10069,ꪡꪳꪒ ꪡꪳꪒ,1,,,cxđ.,1,ngấm ngoảy,,ꪮꪱ ꪙꪱꪉ ꪡꪳꪒ ꪡꪳꪒ ꪤꪴ꪿: cô nàng ngấm nguẩy,
10070,ꪢꪱ,1,,,cxđ.,1,chó,,* ꪢꪱ ꪀꪾꪚ ꪵꪣꪫ: chó với mèo,
10071,ꪢꪺ ꪬ꪿ꪺ,1,,,cxđ.,1,chó sẵn,,,
10072,ꪢꪱ ꪶꪩꪉ,1,,,cxđ.,1,chó cái tơ,,,
10073,ꪢꪱ ꪼꪙ,1,,,cxđ.,1,chó sói,,,
10074,ꪢꪱ ꪐꪴꪥ,1,,,cxđ.,1,chó xồm,,,
10075,ꪢꪱ ꪹꪜꪸꪙ,1,,,cxđ.,1,"chó đẻ, chó má",,ꪢꪱ ꪹꪜꪸꪙ ꪣꪳꪉ: đồ chó đẻ; chó má mày,
10076,ꪢꪱ ꪖ꪿ꪱꪣ,1,,,cxđ.,1,mật thám,,ꪹꪥꪸꪒ ꪢꪱ ꪖ꪿ꪱꪣ ꪻꪬ꫁ ꪹꪎꪷ꪿ꪀ: làm mật thám cho địch,
10077,ꪢꪱ ꪹꪖꪷ꪿ꪀ,1,,,cxđ.,1,chó đực,,,
10078,ꪢꪱ ꪝꪷ꪿,1,,,cxđ.,1,,,,
10079,ꪢ꫁ꪱ,1,,,cxđ.,1,,,,
10080,ꪢ꫁ꪱ,2,,,cxđ.,1,"dềnh, dâng cao",,ꪶꪠꪙ ꪨꪱꪥ ꪙꪾ꫁ ꪢ꫁ꪱ: mưa nhiều nước dềnh (lên); mưa nhiều nước dâng cao,
10081,ꪢ꫁ꪱ,2,,,cxđ.,2,"lãi, lời",,ꪻꪬ꫁ ꪀꪴ꫁ ꪹꪮꪱ ꪢ꫁ꪱ: cho vay lấy lãi,
10082,ꪢ꫁ꪱ,3,,,cxđ.,1,,,,
10083,ꪢ꫁ꪱ ꪠꪱꪒ,1,,,cxđ.,1,phát,,ꪹꪥꪸꪒ ꪀꪲꪙ ꪢ꫁ꪱ ꪠꪱꪒ ꪹꪭꪸ꪿ꪉ: làm ăn phát lắm,
10084,ꪢ꫁ꪱ ꪄꪳ꫁ꪙ,1,,,cxđ.,1,phát đạt,,ꪹꪥꪸꪒ ꪀꪲꪙ ꪢ꫁ꪱ ꪄꪳ꫁ꪙ: làm ăn phát đạt,
10085,ꪢ꫁ꪱ ꪶꪮ꪿ꪉ,1,,,cxđ.,1,súng đạn,,,
10086,ꪜ꫁ꪱ ꪵꪝ꪿,1,,,cxđ.,1,phát triển,,ꪹꪤꪷꪙ ꪶꪎ꪿ ꪢ꫁ꪱ ꪵꪝ꪿: dân số phát triển,
10087,ꪢ꫁ꪱ ꪔꪮꪚ,1,,,cxđ.,1,đáp số,,ꪢ꫁ꪱ ꪔꪮꪚ ꪛꪱꪥ ꪔ꪿ꪫꪱꪙ: đáp số bài toán,
10088,ꪢ꫁ꪱ ꪔꪳ꪿ꪣ,1,,,cxđ.,1,,,,
10089,ꪣꪱ,1,,,cxđ.,1,về,,ꪣꪱ ꪹꪭꪙ: về nhà,
10090,ꪣꪱ,1,,,cxđ.,2,đến,,ꪣꪱ ꪤꪱꪣ ꪀꪽ: đến thăm nhau,
10091,ꪣꪱ,1,,,cxđ.,3,lại,,ꪹꪮꪱ ꪣꪱ ꪘꪲ꫁!: đem lại đây!,ꪁꪳꪙ ꪣꪱ ꪼꪈ: quay lại ngay
10092,ꪣꪱ,1,,,cxđ.,1,về,,ꪹꪫꪱ꫁ ꪣꪱ ꪕꪱꪉ ꪵꪮꪚ ꪭꪸꪙ: nói về vấn đề học tập,
10093,ꪣꪱ ꪁꪮꪚ,1,,,cxđ.,1,trở lại,,ꪣꪱ ꪁꪮꪚ ꪼꪕ ꪹꪭꪙ: trở lại gia đình,
10094,ꪣꪱ ꪶꪔ꪿ꪀ ꪹꪭꪙ,1,,,cxđ.,1,dâu về nhà chồng,,,
10095,ꪣ꪿ꪱ,2,,,cxđ.,1,,,,
10096,ꪣ꪿ꪱ,1,,,cxđ.,1,,"tên dòng sông, ꪙꪾ꫁ ꪣ꪿ꪱ: sông mã",,
10097,ꪣ꫁ꪱ,1,,,cxđ.,1,ngựa,,ꪵꪩ꪿ꪙ ꪹꪁꪷ꪿ ꪣ꫁ꪱ: chạy như ngựa,* ꪣ꫁ꪱ ꪜꪲꪀ ꪵꪖꪙ ꪶꪩꪣ: ngựa của thần gió
10098,ꪣ꫁ꪱ ꪵꪊ꫁,1,,,cxđ.,1,giống ngựa nhỏ,,,
10099,ꪣ꫁ꪱ ꪀꪳ,1,,,cxđ.,1,ngựa gỗ đặt trên cây mồ,,,
10100,ꪣ꫁ꪱ ꪨꪷ꫁,1,,,cxđ.,1,con la,,,
10101,ꪣ꫁ꪱ ꪹꪣꪉ,1,,,cxđ.,1,ngựa mường,,,
10102,ꪣ꫁ꪱ ꪹꪣꪉ,1,,,cxđ.,2,gái giang hồ,,,
10103,ꪣ꫁ꪱ ꪎꪳ꪿,1,,,cxđ.,1,ngựa cái tơ,,,
10104,ꪵꪣ꫁ꪀ,1,,,cxđ.,1,mạch,,ꪵꪣ꫁ꪀ ꪙꪾ꫁: mạch nước,ꪜꪰꪒ ꪵꪣ꫁ꪀ: bắt mạch
10105,ꪵꪣ꫁ꪀ ꪹꪩꪒ,1,,,cxđ.,1,mạch máu,,,
10106,ꪢꪱꪥ,1,,,cxđ.,1,dấu,,ꪢꪱꪥ ꪎꪮꪉ ꪮ꫁ꪮꪣ: dấu ngoặc kép,ꪢꪱꪥ ꪖ꫁ꪮꪥ: dấu hỏi
10107,ꪢꪱꪥ,1,,,cxđ.,1,đánh dấu,,ꪢꪱꪥ ꪬꪴ꪿ꪙ ꪄ꪿ꪺꪥ ꪊꪸꪉ: đánh dấu hình chữ thập; đánh dấu hình bắt chéo,
10108,ꪢꪱꪥ,1,,,cxđ.,2,hăm,,ꪢꪱꪥ ꪕꪾꪚ ꪶꪁꪙ: hăm đánh người,
10109,ꪢꪱꪥ ꪎꪸꪉ,1,,,cxđ.,1,dấu thanh điệu,,ꪎꪳ ꪼꪕ ꪫꪸꪒ ꪣꪲ ꪎꪮꪉ ꪢꪱꪥ ꪎꪸꪉ: chữ Thái Việt có hai dấu thanh điệu,
10110,ꪢ꪿ꪱꪥ,1,,,cxđ.,1,hơi hướng,,* ꪢ꪿ꪱꪥ ꪝꪲ꪿ ꪢ꪿ꪱꪥ ꪙ꫁ꪮꪉ: hơi hướng họ hàng; dây mơ rễ má,
10112,ꪢ꫁ꪱꪥ,1,,,cxđ.,1,góa,,ꪵꪣ꪿ ꪢ꫁ꪱꪥ: gái góa; bà góa,ꪝꪷ꪿ ꪢ꫁ꪱꪥ: trai góa
10113,ꪢ꫁ꪱꪥ ꪹꪢꪉ,1,,,cxđ.,1,góa bụa,,,
10114,ꪢ꫁ꪱꪥ ꪔꪱ ꪵꪒꪉ,1,,,cxđ.,1,gái góa trẻ,,,
10115,ꪣꪱꪥ,1,,,cxđ.,1,"sổ, tuột",,ꪼꪢ ꪣꪱꪥ ꪮꪮꪀ: chỉ sổ ra,
10116,ꪣꪱꪥ,1,,,cxđ.,2,,,,
10117,ꪣꪱꪥ ꪁꪲꪉ,1,,,cxđ.,1,"lại sức, lại người",,ꪒꪲ ꪹꪛꪸ꫁ꪉ ꪢꪱꪥ ꪁꪲꪉ ꪮꪮꪀ ꪹꪕ꪿ ꪙ꫁ꪮꪥ: khỏi bệnh lại sức dần,
10118,ꪢꪱꪀ,1,,,cxđ.,1,"quả, trái",,ꪢꪱꪀ ꪎꪴ꪿ꪀ: quả chín; trái chín,ꪢꪱꪀ ꪚꪮꪣ: quả bom
10119,ꪢꪱꪀ,1,,,cxđ.,2,củ,một số loại,ꪢꪱꪀ ꪖ꪿ꪺ ꪨꪮꪀ: củ lạc,
10120,ꪢꪱꪀ ꪹꪚꪱ,1,,,cxđ.,1,củ nâu,,,
10121,ꪢꪱꪀ ꪼꪚ,1,,,cxđ.,1,quả trám đen,,,
10122,ꪢꪱꪀ ꪚꪺꪚ,1,,,cxđ.,1,quả mướp,,,
10123,ꪢꪱꪀ ꪁꪱꪥ,1,,,cxđ.,1,quả đào,,,
10124,ꪢꪱꪀ ꪵꪁ꪿ꪉ,1,,,cxđ.,1,bắp chân,,,
10125,ꪢꪱꪀ ꪹꪀ꫁ꪣ,1,,,cxđ.,1,quả trám trắng,,,
10126,ꪢꪱꪀ ꪹꪀꪱ꪿,1,,,cxđ.,1,quả trẩu,,,
10127,ꪢꪱꪀ ꪀ꪿ꪽ ꪶꪗꪩꪒ,1,,,cxđ.,1,quả nê,,,
10128,ꪢꪱꪀ ꪁꪋ꫁ꪱ,1,,,cxđ.,1,,"py,ml,mc",,
10129,ꪢꪱꪀ ꪀꪒꪽ,1,,,cxđ.,1,hạch,,ꪹꪜꪸꪙ ꪢꪱꪀ ꪀꪒꪽ: nổi hạch,
10130,ꪢꪱꪀ ꪁꪩ꪿ꪽ ꪁꪩꪷ꪿,1,,,cxđ.,1,hạch,,ꪢꪱꪀ ꪁꪩ꪿ꪽ ꪁꪩꪷ꪿ ꪘꪰ꫁ꪉ ꪁꪷ ꪁꪫꪱꪥ: hạch ở cổ trâu,
10131,ꪢꪱꪀ ꪵꪋꪙ,1,,,cxđ.,1,xúc xắc,,,
10132,ꪢꪱꪀ ꪀꪷ꪿,1,,,cxđ.,1,hạt giẻ,,,
10133,ꪢꪱꪀ ꪶꪁ꪿ꪉ,1,,,cxđ.,1,quả táo,,,
10134,ꪢꪱꪀ ꪀꪴ꫁,1,,,cxđ.,1,quả sấu,,,
10135,ꪢꪱꪀ ꪀ꫁ꪺꪥ,1,,,cxđ.,1,quả chuối,,,
10136,ꪢꪱꪀ ꪤꪳ꫁ꪙ,1,,,cxđ.,1,quả chanh,"loại quả dài, sần sùi",,
10137,ꪢꪱꪀ ꪵꪒꪉ,1,,,cxđ.,1,sởi,,,
10138,ꪢꪱꪀ ꪒꪾ,1,,,cxđ.,1,lăm,,ꪢꪱꪀ ꪒꪾ ꪁꪫꪱꪥ: lăm trâu,
10139,ꪢꪱꪀ ꪹꪒ꪿,1,,,cxđ.,1,quả sung,,,
10140,ꪢꪱꪀ ꪹꪬꪱ꪿,1,,,cxđ.,1,thảo quả,,,
10141,ꪢꪱꪀ ꪭꪾ,1,,,cxđ.,1,quả giổi,,,
10142,ꪢꪱꪀ ꪵꪭ ꪵꪒꪒ,1,,,cxđ.,1,"rôm, sảy",,ꪭ꫁ꪮꪙ ꪨꪱꪥ ꪹꪜꪸꪙ ꪢꪱꪀ ꪵꪭ ꪵꪒꪒ: nóng quá bị nổi rôm,
10143,ꪢꪱꪀ ꪵꪬ꫁ꪫ,1,,,cxđ.,1,củ ấu,,,
10144,ꪢꪱꪀ ꪬꪲ꪿ꪉ,1,,,cxđ.,1,nhạc ngựa,,,
10145,ꪢꪱꪀ ꪬꪷ꫁,1,,,cxđ.,1,khuy,,ꪊꪾꪚ ꪢꪱꪀ ꪬꪷ꫁ ꪹꪎ꫁: cài khuy áo,
10146,ꪢꪱꪀ ꪬꪷ꫁,2,,,cxđ.,1,,một loại quả rừng giống quả xoan ăn chua,,
10147,ꪢꪱꪀ ꪬ꪿ꪮꪥ,1,,,cxđ.,1,"quả lặc lè, mướp mán",,,
10148,ꪢꪱꪀ ꪶꪬꪀ,1,,,cxđ.,1,,,,
10149,ꪢꪱꪀ ꪶꪬ꪿ꪉ,1,,,cxđ.,1,quả đu đủ,,,
10150,ꪢꪱꪀ ꪬꪴꪒ,1,,,cxđ.,1,hạt cơm,,ꪣꪳ ꪹꪜꪸꪙ ꪢꪱꪀ ꪬꪴꪒ: tay lên hạt cơm,
10151,ꪢꪱꪀ ꪵꪀꪒ,1,,,cxđ.,1,cúc,,ꪢꪱꪀ ꪹꪀꪸꪒ ꪹꪎ꫁: cúc áo,
10152,ꪢꪱꪀ ꪄꪱ,1,,,cxđ.,1,bắp đùi,,,
10153,ꪢꪱꪀ ꪄꪱꪣ,1,,,cxđ.,1,quả me,,,
10154,ꪢꪱꪀ ꪄꪱꪣ ꪜ꫁ꪮꪣ,1,,,cxđ.,1,quả me tròn,ở rừng,,
10155,ꪢꪱꪀ ꪹꪄꪱ꫁,1,,,cxđ.,1,quả gấc,,,
10156,ꪢꪱꪀ ꪵꪄꪙ,1,,,cxđ.,1,bắp tay,,,
10157,ꪢꪱꪀ ꪵꪄ꪿ꪙ,1,,,d.,1,mắc khén,thứ hạt cay ở rừng dùng làm gia vị,,
10158,ꪢꪱꪀ ꪶꪄꪨ꪿ꪀ,1,,,cxđ.,1,bông vụ,,ꪔꪷ꪿ ꪢꪱꪀ ꪶꪄꪨ꪿ꪀ: đánh bông vụ,
10159,ꪢꪱꪀ ꪹꪄ,1,,,cxđ.,1,quả cà,,,
